Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Pie tumsas nepieradušās acis tomēr saprot , ka telpā nekādu skatītāju sēdvietu nav , un mana , ka citi sastājušies vai sasēdušies uz grīdas pa tukšās telpas perimetru .","Pie tumsas nepieradušās acis tomēr saprot , ka telpā nekādu skatītāju sēdvietu nav , un mana , ka citi sastājušies vai sasēdušies uz grīdas","Pie tumsas nepieradušās acis tomēr saprot , ka telpā nekādu skatītāju sēdvietu nav , un mana , ka citi sastājušies vai sasēdušies pa tukšās telpas perimetru","Pie tumsas nepieradušās acis tomēr saprot , ka telpā nekādu skatītāju sēdvietu nav , un mana , ka citi sastājušies vai sasēdušies uz grīdas","Pie tumsas nepieradušās acis tomēr saprot , ka telpā nekādu skatītāju sēdvietu nav , un mana , ka citi sastājušies vai sasēdušies pa perimetru",uz grīda,pa perimetrs,sastāties,uz grīdas,pa tukšās telpas perimetru,2,4,uz,pa,grīda,perimetrs,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Lielo kubu transformācijām sekoja trīsdimensionālu objektu formā veidotu burtu spēle , kas vēstījumu redzēt alkstošos skatītājus izklīdināja no spēles telpas malām pa visu telpu .","Lielo kubu transformācijām sekoja trīsdimensionālu objektu formā veidotu burtu spēle , kas vēstījumu redzēt alkstošos skatītājus izklīdināja no spēles telpas malām","Lielo kubu transformācijām sekoja trīsdimensionālu objektu formā veidotu burtu spēle , kas vēstījumu redzēt alkstošos skatītājus izklīdināja pa visu telpu","Lielo kubu transformācijām sekoja trīsdimensionālu objektu formā veidotu burtu spēle , kas vēstījumu redzēt alkstošos skatītājus izklīdināja no malām","Lielo kubu transformācijām sekoja trīsdimensionālu objektu formā veidotu burtu spēle , kas vēstījumu redzēt alkstošos skatītājus izklīdināja pa telpu",no mala,pa telpa,izklīdināt,no spēles telpas malām,pa visu telpu,4,3,no,pa,mala,telpa,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Runčukam vēderā viss griežas uz otrādi tikai no domas vien , ka sarkanā aploksnīte drīz vien būs jāatdot Mincītes rokās – kaķenīte viņam patīk un Runcis Puncis gatavojas to viņai atklāt .",Runčukam vēderā viss griežas uz otrādi,"Runčukam vēderā viss griežas tikai no domas vien , ka sarkanā aploksnīte drīz vien būs jāatdot Mincītes rokās",Runčukam vēderā viss griežas uz otrādi,Runčukam vēderā viss griežas no domas,uz otrādi,no doma,griezties,uz otrādi,"tikai no domas vien , ka sarkanā aploksnīte drīz vien būs jāatdot Mincītes rokās",2,14,uz,no,otrādi,doma,ADV,NOUN,prepositional,prepositional,Postverbal,Latvian
"— Braukājām ar tēvu pa Latviju , interesējāmies , pirkām jaunas šķirnes .",— Braukājām ar tēvu,— Braukājām pa Latviju,— Braukājām ar tēvu,— Braukājām pa Latviju,ar tēvs,pa Latvija,braukāt,ar tēvu,pa Latviju,2,2,ar,pa,tēvs,Latvija,NOUN,PROPN,prepositional,prepositional,Postverbal,Latvian
Latvijā tas ir no aprīļa līdz oktobrim .,Latvijā tas ir no aprīļa,Latvijā tas ir līdz oktobrim,Latvijā tas ir no aprīļa,Latvijā tas ir līdz oktobrim,no aprīlis,līdz oktobris,būt,no aprīļa,līdz oktobrim,2,2,no,līdz,aprīlis,oktobris,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"To var izdarīt medicīnas iestādē vai mājas apstākļos : ērcei uzliek spirtā vai degvīnā samērcētu vati ; pēc 10 minūtēm ap ērces snuķīti apsien stipru diegu un , velkot aiz galiem , ērci izņem .",To var izdarīt medicīnas iestādē vai mājas apstākļos : ērcei uzliek spirtā vai degvīnā samērcētu vati ; pēc 10 minūtēm,To var izdarīt medicīnas iestādē vai mājas apstākļos : ērcei uzliek spirtā vai degvīnā samērcētu vati ; ap ērces snuķīti,To var izdarīt medicīnas iestādē vai mājas apstākļos : ērcei uzliek spirtā vai degvīnā samērcētu vati ; pēc minūtēm,To var izdarīt medicīnas iestādē vai mājas apstākļos : ērcei uzliek spirtā vai degvīnā samērcētu vati ; ap snuķīti,pēc minūte,ap snuķītis,apsiet,pēc 10 minūtēm,ap ērces snuķīti,3,3,pēc,ap,minūte,snuķītis,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Ja , saliekot plaukstas , bērns nejūt stiepjošu sajūtu plecos un augšdelmos , var aicināt viņu virzīt kopā saliktās plaukstas gar muguru uz augšu .","Ja , saliekot plaukstas , bērns nejūt stiepjošu sajūtu plecos un augšdelmos , var aicināt viņu virzīt kopā saliktās plaukstas gar muguru","Ja , saliekot plaukstas , bērns nejūt stiepjošu sajūtu plecos un augšdelmos , var aicināt viņu virzīt kopā saliktās plaukstas uz augšu","Ja , saliekot plaukstas , bērns nejūt stiepjošu sajūtu plecos un augšdelmos , var aicināt viņu virzīt kopā saliktās plaukstas gar muguru","Ja , saliekot plaukstas , bērns nejūt stiepjošu sajūtu plecos un augšdelmos , var aicināt viņu virzīt kopā saliktās plaukstas uz augšu",gar mugura,uz augša,virzīt,gar muguru,uz augšu,2,2,gar,uz,mugura,augša,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
No nākamās trešdienas līdz pat 17. februārim Latvijas Dabas muzejā būs apskatāma izstāde « Telpaugi ziemā » .,No nākamās trešdienas,līdz pat 17. februārim,No trešdienas,līdz februārim,no trešdiena,līdz februāris,apskatīt,No nākamās trešdienas,līdz pat 17. februārim,3,4,no,līdz,trešdiena,februāris,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Viņš bija pakāries jostā , kas bija nostiepta no istabas durvju ailes līdz skapja durvīm .","Viņš bija pakāries jostā , kas bija nostiepta no istabas durvju ailes","Viņš bija pakāries jostā , kas bija nostiepta līdz skapja durvīm","Viņš bija pakāries jostā , kas bija nostiepta no ailes","Viņš bija pakāries jostā , kas bija nostiepta līdz durvīm",no aile,līdz durvis,nostiept,no istabas durvju ailes,līdz skapja durvīm,4,3,no,līdz,aile,durvis,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Pašlaik 55 gadus vecais Benitess tiek minēts kā favorīts uz Madrides "" Real "" galvenā trenera amatu , jo pirms pāris dienām no šī posteņa tika atstādināts itālis Karlo Ančeloti .","Pašlaik 55 gadus vecais Benitess tiek minēts kā favorīts uz Madrides "" Real "" galvenā trenera amatu , jo pirms pāris dienām","Pašlaik 55 gadus vecais Benitess tiek minēts kā favorīts uz Madrides "" Real "" galvenā trenera amatu , jo no šī posteņa","Pašlaik 55 gadus vecais Benitess tiek minēts kā favorīts uz Madrides "" Real "" galvenā trenera amatu , jo pirms dienām","Pašlaik 55 gadus vecais Benitess tiek minēts kā favorīts uz Madrides "" Real "" galvenā trenera amatu , jo no posteņa",pirms diena,no postenis,atstādināt,pirms pāris dienām,no šī posteņa,3,3,pirms,no,diena,postenis,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"1971. gadā pēc pārcelšanās uz dzīvi Jelgavā viņa no skolas aizgāja un ir gandarīta , ka , atjaunojoties Baltijas valstu neatkarībai , atkal var darīt savu iemīļoto darbu .",1971. gadā pēc pārcelšanās uz dzīvi Jelgavā,1971. gadā no skolas,1971. gadā pēc pārcelšanās,1971. gadā no skolas,pēc pārcelšanās,no skola,aiziet,pēc pārcelšanās uz dzīvi Jelgavā,no skolas,5,2,pēc,no,pārcelšanās,skola,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"LETA jau ziņoja , ka robežsardze aicināja no 16. jūnija līdz 16. septembrim ikvienu interesentu piedalīties fotokonkursā , atlasot vai uzņemot jaunus attēlus .","LETA jau ziņoja , ka robežsardze aicināja no 16. jūnija","LETA jau ziņoja , ka robežsardze aicināja līdz 16. septembrim","LETA jau ziņoja , ka robežsardze aicināja no jūnija","LETA jau ziņoja , ka robežsardze aicināja līdz septembrim",no jūnijs,līdz septembris,piedalīties,no 16. jūnija,līdz 16. septembrim,3,3,no,līdz,jūnijs,septembris,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Līdz šim no plūdu skartajām vietām evakuēti septiņi cilvēki , visi nogādāti sauszemē , taču neviens no viņiem nav devies uz pašvaldības nodrošināto evakuācijas vietu Slimnīcas ielā 2.",Līdz šim,no plūdu skartajām vietām,Līdz šim,no vietām,līdz šis,no vieta,evakuēt,Līdz šim,no plūdu skartajām vietām,2,4,līdz,no,šis,vieta,PRON,NOUN,prepositional,prepositional,Preverbal,Latvian
"Fišerei lidojot no Londonas uz Losandželosu , viņas sirdsdarbība apstājās , bet ārkārtas situāciju darbinieks lidmašīnā viņu atdzīvināja ar sirds un plaušu reanimāciju ( CPR ) .",Fišerei lidojot no Londonas,Fišerei lidojot uz Losandželosu,Fišerei lidojot no Londonas,Fišerei lidojot uz Losandželosu,no Londona,uz Losandželosa,lidot,no Londonas,uz Losandželosu,2,2,no,uz,Londona,Losandželosa,PROPN,PROPN,prepositional,prepositional,Postverbal,Latvian
"Viņš skaidroja , ka 12 mēnešu pabalsts tiks pārnests no pēdējiem mēnešiem uz pirmajiem , lai bēgļa statusu ieguvušie varētu segt pirmās iemaksas par dzīvesvietas īrēšanu .","Viņš skaidroja , ka 12 mēnešu pabalsts tiks pārnests no pēdējiem mēnešiem","Viņš skaidroja , ka 12 mēnešu pabalsts tiks pārnests uz pirmajiem","Viņš skaidroja , ka 12 mēnešu pabalsts tiks pārnests no mēnešiem","Viņš skaidroja , ka 12 mēnešu pabalsts tiks pārnests uz pirmajiem",no mēnesis,uz pirmais,pārnest,no pēdējiem mēnešiem,uz pirmajiem,3,2,no,uz,mēnesis,pirmais,NOUN,ADJ,prepositional,prepositional,Postverbal,Latvian
No ābeles mātišķajiem zariem uz egles asajām rokām pārvietojas āboli .,No ābeles mātišķajiem zariem,uz egles asajām rokām,No zariem,uz rokām,no zars,uz roka,pārvietoties,No ābeles mātišķajiem zariem,uz egles asajām rokām,4,4,no,uz,zars,roka,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Antitoksīnu ar lidmašīnu no Maskavas uz Barselonu atvedis Krievijas vēstnieks Spānijā , tomēr smagi slimā bērna stāvokli tas neuzlaboja .",Antitoksīnu ar lidmašīnu no Maskavas,Antitoksīnu ar lidmašīnu uz Barselonu,Antitoksīnu ar lidmašīnu no Maskavas,Antitoksīnu ar lidmašīnu uz Barselonu,no Maskava,uz Barselona,atvest,no Maskavas,uz Barselonu,2,2,no,uz,Maskava,Barselona,PROPN,PROPN,prepositional,prepositional,Preverbal,Latvian
"Tikai tad , kad izturēti arī šie pārbaudījumi , var saņemt transportlīdzekļa vadītāja apliecību un sēsties pie stūres bez pavadoņa .","Tikai tad , kad izturēti arī šie pārbaudījumi , var saņemt transportlīdzekļa vadītāja apliecību un sēsties pie stūres","Tikai tad , kad izturēti arī šie pārbaudījumi , var saņemt transportlīdzekļa vadītāja apliecību un sēsties bez pavadoņa","Tikai tad , kad izturēti arī šie pārbaudījumi , var saņemt transportlīdzekļa vadītāja apliecību un sēsties pie stūres","Tikai tad , kad izturēti arī šie pārbaudījumi , var saņemt transportlīdzekļa vadītāja apliecību un sēsties bez pavadoņa",pie stūre,bez pavadonis,sēsties,pie stūres,bez pavadoņa,2,2,pie,bez,stūre,pavadonis,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"No Esplanādes tas kursēs pa maršrutu līdz Brīvības bulvārim , tālāk pa Brīvības bulvāri , Raiņa bulvāri , 13. janvāra ielu , 11. novembra krastmalu , Akmens tiltu , Uzvaras bulvāri , Slokas ielu un tālāk pa ierasto maršrutu .",No Esplanādes tas kursēs pa maršrutu,No Esplanādes tas kursēs līdz Brīvības bulvārim,No Esplanādes tas kursēs pa maršrutu,No Esplanādes tas kursēs līdz bulvārim,pa maršruts,līdz bulvāris,kursēt,pa maršrutu,līdz Brīvības bulvārim,2,3,pa,līdz,maršruts,bulvāris,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
""" Tērvetes AL "" reģistrēts 2012. gadā Kroņaucē , pārņemot šo biznesu no AS "" Agrofirma Tērvete "" ar mērķi modernizēt ražošanu , ieguldot attīstībā vairāk nekā piecus miljonus eiro .",""" Tērvetes AL "" reģistrēts 2012. gadā Kroņaucē , pārņemot šo biznesu no AS "" Agrofirma Tērvete """,""" Tērvetes AL "" reģistrēts 2012. gadā Kroņaucē , pārņemot šo biznesu ar mērķi modernizēt ražošanu , ieguldot attīstībā vairāk nekā piecus miljonus eiro",""" Tērvetes AL "" reģistrēts 2012. gadā Kroņaucē , pārņemot šo biznesu no Agrofirma",""" Tērvetes AL "" reģistrēts 2012. gadā Kroņaucē , pārņemot šo biznesu ar mērķi",no Agrofirma,ar mērķis,pārņemt,"no AS "" Agrofirma Tērvete ""","ar mērķi modernizēt ražošanu , ieguldot attīstībā vairāk nekā piecus miljonus eiro",6,12,no,ar,Agrofirma,mērķis,PROPN,NOUN,prepositional,prepositional,Postverbal,Latvian
Dažas minūtes pirms paredzamā operācijas sākuma vīrietis pēkšņi izskrēja no ēkas ar granātu rokā .,Dažas minūtes pirms paredzamā operācijas sākuma vīrietis pēkšņi izskrēja no ēkas,Dažas minūtes pirms paredzamā operācijas sākuma vīrietis pēkšņi izskrēja ar granātu rokā,Dažas minūtes pirms paredzamā operācijas sākuma vīrietis pēkšņi izskrēja no ēkas,Dažas minūtes pirms paredzamā operācijas sākuma vīrietis pēkšņi izskrēja ar granātu,no ēka,ar granāta,izskriet,no ēkas,ar granātu rokā,2,3,no,ar,ēka,granāta,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Latvijā savukārt mašīnas , kas kaisa sāli , ir datorizētas , un tās spēj kaisīt sāli no pieciem gramiem uz kvadrātmetru līdz 70 un vairāk .","Latvijā savukārt mašīnas , kas kaisa sāli , ir datorizētas , un tās spēj kaisīt sāli no pieciem gramiem uz kvadrātmetru","Latvijā savukārt mašīnas , kas kaisa sāli , ir datorizētas , un tās spēj kaisīt sāli līdz 70 un vairāk","Latvijā savukārt mašīnas , kas kaisa sāli , ir datorizētas , un tās spēj kaisīt sāli no gramiem","Latvijā savukārt mašīnas , kas kaisa sāli , ir datorizētas , un tās spēj kaisīt sāli līdz 70",no grams,līdz 70,kaisīt,no pieciem gramiem uz kvadrātmetru,līdz 70 un vairāk,5,4,no,līdz,grams,70,NOUN,NUM,prepositional,prepositional,Postverbal,Latvian
"Pa galvaspilsētas ielām , organizējot ceļu blokādi , uz motocikliem pārvietojas melnās maskās tērpti "" Hizbollah "" aktīvisti , kuru rīcībā ir rācijas .",Pa galvaspilsētas ielām,uz motocikliem,Pa ielām,uz motocikliem,pa iela,uz motocikls,pārvietoties,Pa galvaspilsētas ielām,uz motocikliem,3,2,pa,uz,iela,motocikls,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Atstājot aiz sevis plašu postažu Francijā un Spānijā , tagad vētra virzās pāri Vidusjūrai uz Itāliju .","Atstājot aiz sevis plašu postažu Francijā un Spānijā , tagad vētra virzās pāri Vidusjūrai","Atstājot aiz sevis plašu postažu Francijā un Spānijā , tagad vētra virzās uz Itāliju","Atstājot aiz sevis plašu postažu Francijā un Spānijā , tagad vētra virzās pāri Vidusjūrai","Atstājot aiz sevis plašu postažu Francijā un Spānijā , tagad vētra virzās uz Itāliju",pāri Vidusjūra,uz Itālija,virzīties,pāri Vidusjūrai,uz Itāliju,2,2,pāri,uz,Vidusjūra,Itālija,PROPN,PROPN,prepositional,prepositional,Postverbal,Latvian
"Ziemeļigaunijas reģionālās slimnīcas preses sekretāre Inga Lille skaidrojusi , ka no viņu slimnīcas uz Somiju šādi braukā tikai daži ārsti , galvenokārt tie ir jaunie ārsti un rezidenti .","Ziemeļigaunijas reģionālās slimnīcas preses sekretāre Inga Lille skaidrojusi , ka no viņu slimnīcas","Ziemeļigaunijas reģionālās slimnīcas preses sekretāre Inga Lille skaidrojusi , ka uz Somiju","Ziemeļigaunijas reģionālās slimnīcas preses sekretāre Inga Lille skaidrojusi , ka no slimnīcas","Ziemeļigaunijas reģionālās slimnīcas preses sekretāre Inga Lille skaidrojusi , ka uz Somiju",no slimnīca,uz Somija,braukāt,no viņu slimnīcas,uz Somiju,3,2,no,uz,slimnīca,Somija,NOUN,PROPN,prepositional,prepositional,Preverbal,Latvian
"Kādreiz viss it kā bija skaidrs - senos laikos vīrietis gāja medībās , sieviete bija mājas pavarda sargātāja , bet attiecības citam ar citu nekas neierobežoja , jo īpaši vīrieti , kurš brīvi pārvietojās no vienas vietas uz citu .","Kādreiz viss it kā bija skaidrs - senos laikos vīrietis gāja medībās , sieviete bija mājas pavarda sargātāja , bet attiecības citam ar citu nekas neierobežoja , jo īpaši vīrieti , kurš brīvi pārvietojās no vienas vietas","Kādreiz viss it kā bija skaidrs - senos laikos vīrietis gāja medībās , sieviete bija mājas pavarda sargātāja , bet attiecības citam ar citu nekas neierobežoja , jo īpaši vīrieti , kurš brīvi pārvietojās uz citu","Kādreiz viss it kā bija skaidrs - senos laikos vīrietis gāja medībās , sieviete bija mājas pavarda sargātāja , bet attiecības citam ar citu nekas neierobežoja , jo īpaši vīrieti , kurš brīvi pārvietojās no vietas","Kādreiz viss it kā bija skaidrs - senos laikos vīrietis gāja medībās , sieviete bija mājas pavarda sargātāja , bet attiecības citam ar citu nekas neierobežoja , jo īpaši vīrieti , kurš brīvi pārvietojās uz citu",no vieta,uz cits,pārvietoties,no vienas vietas,uz citu,3,2,no,uz,vieta,cits,NOUN,PRON,prepositional,prepositional,Postverbal,Latvian
"Līdz šim nereti gaisa dispečeri biezas miglas dēļ bija spiesti novirzīt gaisa kuģus uz Tallinu vai Viļņu , taču no rudens līdz ar skrejceļa pagarināšanas darbu beigām un speciālās instrumentālās jeb gaismas sistēmas nomaiņu piezemēšanās miglā Rīgā būs vienkāršāka .",Līdz šim,biezas miglas dēļ,Līdz šim,miglas dēļ,līdz šis,migla dēļ,spiest,Līdz šim,biezas miglas dēļ,2,3,līdz,dēļ,šis,migla,PRON,NOUN,prepositional,postpositional,Preverbal,Latvian
"Tikai tās seksualitāte ir dīvaina , tiešos vārdos nekur nenosaukta , toties ar katru lappusi starp rindām aizvien vairāk sajūtama .","Tikai tās seksualitāte ir dīvaina , tiešos vārdos nekur nenosaukta , toties ar katru lappusi","Tikai tās seksualitāte ir dīvaina , tiešos vārdos nekur nenosaukta , toties starp rindām","Tikai tās seksualitāte ir dīvaina , tiešos vārdos nekur nenosaukta , toties ar lappusi","Tikai tās seksualitāte ir dīvaina , tiešos vārdos nekur nenosaukta , toties starp rindām",ar lappuse,starp rinda,sajust,ar katru lappusi,starp rindām,3,2,ar,starp,lappuse,rinda,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Filmēšanās seriālā un kāpšana uz Dailes teātra skatuves izrādē “ Manu sievu sauc Moriss ” nav vienīgais iemesls , kāpēc Egons ik nedēļu sēžas savā “ Hondā ” un mēro ceļu no Liepājas uz Rīgu .","Filmēšanās seriālā un kāpšana uz Dailes teātra skatuves izrādē “ Manu sievu sauc Moriss ” nav vienīgais iemesls , kāpēc Egons ik nedēļu sēžas savā “ Hondā ” un mēro ceļu no Liepājas","Filmēšanās seriālā un kāpšana uz Dailes teātra skatuves izrādē “ Manu sievu sauc Moriss ” nav vienīgais iemesls , kāpēc Egons ik nedēļu sēžas savā “ Hondā ” un mēro ceļu uz Rīgu","Filmēšanās seriālā un kāpšana uz Dailes teātra skatuves izrādē “ Manu sievu sauc Moriss ” nav vienīgais iemesls , kāpēc Egons ik nedēļu sēžas savā “ Hondā ” un mēro ceļu no Liepājas","Filmēšanās seriālā un kāpšana uz Dailes teātra skatuves izrādē “ Manu sievu sauc Moriss ” nav vienīgais iemesls , kāpēc Egons ik nedēļu sēžas savā “ Hondā ” un mēro ceļu uz Rīgu",no Liepāja,uz Rīga,mērot,no Liepājas,uz Rīgu,2,2,no,uz,Liepāja,Rīga,PROPN,PROPN,prepositional,prepositional,Postverbal,Latvian
"Tie darbojās tā , lai laistu caur sevi maksimālo dienas gaismas daudzumu ( Tv = 38 % ) pie paaugstināta mākoņainuma un minimālu dienas gaismas daudzumu saulainā laikā ( Tv = 11 % ) .","Tie darbojās tā , lai laistu caur sevi","Tie darbojās tā , lai laistu pie paaugstināta mākoņainuma","Tie darbojās tā , lai laistu caur sevi","Tie darbojās tā , lai laistu pie mākoņainuma",caur sevis,pie mākoņainums,laist,caur sevi,pie paaugstināta mākoņainuma,2,3,caur,pie,sevis,mākoņainums,PRON,NOUN,prepositional,prepositional,Postverbal,Latvian
"Pēc tam mēs tikāmies pēc kādiem 25 gadiem pie Brīvības pieminekļa , parunājām , un trešā reize bija tad , kad nolēmu par viņu rakstīt grāmatu .",Pēc tam mēs tikāmies pēc kādiem 25 gadiem,Pēc tam mēs tikāmies pie Brīvības pieminekļa,Pēc tam mēs tikāmies pēc gadiem,Pēc tam mēs tikāmies pie pieminekļa,pēc gads,pie piemineklis,tikties,pēc kādiem 25 gadiem,pie Brīvības pieminekļa,4,3,pēc,pie,gads,piemineklis,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Dažreiz bija grūti aizstaigāt pat no „ Vincenta ” uz Kongresu namu , un tas ir mazāk par 350 metriem , kas jānoskrien ar lāpu !",Dažreiz bija grūti aizstaigāt pat no „ Vincenta ”,Dažreiz bija grūti aizstaigāt uz Kongresu namu,Dažreiz bija grūti aizstaigāt no Vincenta,Dažreiz bija grūti aizstaigāt uz namu,no Vincents,uz nams,aizstaigāt,pat no „ Vincenta ”,uz Kongresu namu,5,3,no,uz,Vincents,nams,PROPN,NOUN,prepositional,prepositional,Postverbal,Latvian
Ar riteni no šejienes līdz krastmalai nevarēju aizbraukt – pat to nevarēju izdarīt !,Ar riteni no šejienes,Ar riteni līdz krastmalai,Ar riteni no šejienes,Ar riteni līdz krastmalai,no šejiene,līdz krastmala,aizbraukt,no šejienes,līdz krastmalai,2,2,no,līdz,šejiene,krastmala,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Līdz šim satiksmes plūsma virzījās pa VIA Baltica , bet tagad esot izdevies ieklikšķināt , ka no Polijas un Vācijas uz Somiju var ceļotājus vest arī caur Ludzu .","Līdz šim satiksmes plūsma virzījās pa VIA Baltica , bet tagad esot izdevies ieklikšķināt , ka no Polijas un Vācijas","Līdz šim satiksmes plūsma virzījās pa VIA Baltica , bet tagad esot izdevies ieklikšķināt , ka uz Somiju","Līdz šim satiksmes plūsma virzījās pa VIA Baltica , bet tagad esot izdevies ieklikšķināt , ka no Polijas","Līdz šim satiksmes plūsma virzījās pa VIA Baltica , bet tagad esot izdevies ieklikšķināt , ka uz Somiju",no Polija,uz Somija,vest,no Polijas un Vācijas,uz Somiju,4,2,no,uz,Polija,Somija,PROPN,PROPN,prepositional,prepositional,Preverbal,Latvian
"« Jauniešiem piedāvāju doties uz laba līmeņa koncertiem par velti , lai redzētu un paplašinātu savu redzesloku , bet viņi atteicās , tad sapratu , ka ar šo jaunatni kaut kas nav kārtībā .",« Jauniešiem piedāvāju doties uz laba līmeņa koncertiem,« Jauniešiem piedāvāju doties par velti,« Jauniešiem piedāvāju doties uz koncertiem,« Jauniešiem piedāvāju doties par velti,uz koncerts,par velte,doties,uz laba līmeņa koncertiem,par velti,4,2,uz,par,koncerts,velte,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Nevis aizņem vietu , un krīti uz nerviem ar savu bērnu te !","Nevis aizņem vietu , un krīti uz nerviem","Nevis aizņem vietu , un krīti ar savu bērnu","Nevis aizņem vietu , un krīti uz nerviem","Nevis aizņem vietu , un krīti ar bērnu",uz nervs,ar bērns,krist,uz nerviem,ar savu bērnu,2,3,uz,ar,nervs,bērns,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"„ Lai cik arī ļoti man tas patīk , tomēr beidzamo divu gadu laikā nevienu grāmatu neesmu izlasījusi no sākuma līdz beigām .","„ Lai cik arī ļoti man tas patīk , tomēr beidzamo divu gadu laikā nevienu grāmatu neesmu izlasījusi no sākuma","„ Lai cik arī ļoti man tas patīk , tomēr beidzamo divu gadu laikā nevienu grāmatu neesmu izlasījusi līdz beigām","„ Lai cik arī ļoti man tas patīk , tomēr beidzamo divu gadu laikā nevienu grāmatu neesmu izlasījusi no sākuma","„ Lai cik arī ļoti man tas patīk , tomēr beidzamo divu gadu laikā nevienu grāmatu neesmu izlasījusi līdz beigām",no sākums,līdz beigas,izlasīt,no sākuma,līdz beigām,2,2,no,līdz,sākums,beigas,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
Tikai ar vienu punktu no viņiem atpaliek dziedātāja Gaļina Bezruka no Ukrainas .,Tikai ar vienu punktu,no viņiem,ar punktu,no viņiem,ar punkts,no viņš,atpalikt,Tikai ar vienu punktu,no viņiem,4,2,ar,no,punkts,viņš,NOUN,PRON,prepositional,prepositional,Preverbal,Latvian
"Budēļi iet no sētas uz sētu , svētību nesdami , un tāpēc visur gaidīti .",Budēļi iet no sētas,Budēļi iet uz sētu,Budēļi iet no sētas,Budēļi iet uz sētu,no sēta,uz sēta,iet,no sētas,uz sētu,2,2,no,uz,sēta,sēta,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Zvaigzne plāno pārvākties uz Losandželosu līdz šī gada beigām un Ziemassvētkus svinēt kādā no saulainajām pludmalēm , ne Londonas vējos .",Zvaigzne plāno pārvākties uz Losandželosu,Zvaigzne plāno pārvākties līdz šī gada beigām,Zvaigzne plāno pārvākties uz Losandželosu,Zvaigzne plāno pārvākties līdz beigām,uz Losandželosa,līdz beigas,pārvākties,uz Losandželosu,līdz šī gada beigām,2,4,uz,līdz,Losandželosa,beigas,PROPN,NOUN,prepositional,prepositional,Postverbal,Latvian
"- Izbāzu roku pa logu ar nolūku pārbaudīt , no kuras puses pūš vējš .",- Izbāzu roku pa logu,"- Izbāzu roku ar nolūku pārbaudīt , no kuras puses pūš vējš",- Izbāzu roku pa logu,- Izbāzu roku ar nolūku,pa logs,ar nolūks,izbāzt,pa logu,"ar nolūku pārbaudīt , no kuras puses pūš vējš",2,9,pa,ar,logs,nolūks,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
No nogriešanas līdz kastei stundas paiet .,No nogriešanas,līdz kastei,No nogriešanas,līdz kastei,no nogriešana,līdz kaste,paiet,No nogriešanas,līdz kastei,2,2,no,līdz,nogriešana,kaste,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Pārējo viņš savāca ziedojumos , un apmēram pirms gada varējām doties uz Alsungu pēc lustras . ”","Pārējo viņš savāca ziedojumos , un apmēram pirms gada varējām doties uz Alsungu","Pārējo viņš savāca ziedojumos , un apmēram pirms gada varējām doties pēc lustras","Pārējo viņš savāca ziedojumos , un apmēram pirms gada varējām doties uz Alsungu","Pārējo viņš savāca ziedojumos , un apmēram pirms gada varējām doties pēc lustras",uz Alsunga,pēc lustra,doties,uz Alsungu,pēc lustras,2,2,uz,pēc,Alsunga,lustra,PROPN,NOUN,prepositional,prepositional,Postverbal,Latvian
"5. martā viņš stingri nolēmis braukt uz Straupi pēc savām meitām , jo neesot izturams , kā bērni pārdzīvo .",5. martā viņš stingri nolēmis braukt uz Straupi,5. martā viņš stingri nolēmis braukt pēc savām meitām,5. martā viņš stingri nolēmis braukt uz Straupi,5. martā viņš stingri nolēmis braukt pēc meitām,uz Straupe,pēc meita,braukt,uz Straupi,pēc savām meitām,2,3,uz,pēc,Straupe,meita,PROPN,NOUN,prepositional,prepositional,Postverbal,Latvian
